"ID","Type","Name","Documentation","Source","Target"
"206b150b-4dc1-4732-895b-961f39624a24","AccessRelationship","","","a6a95921-c370-49a5-b6c9-9e32ee885db1","cd2c8ce8-00ca-4f0b-b426-642e6495a70a"
"c45ecde0-04b7-46ee-a3e8-f2fb34be2d34","AccessRelationship","","","4d347d17-b0ff-4134-a12a-01d072b9112b","cd2c8ce8-00ca-4f0b-b426-642e6495a70a"
"cfac59cc-c0b0-4058-afdd-43ab66f5a2de","AccessRelationship","","","2b6af255-91ab-443b-878f-48eb321e965f","3b056639-70b0-4022-bea8-a2db2ae8e6e6"
"7f9215b5-278f-4368-a05a-fdc47bcd0dbf","AggregationRelationship","","","2053fd55-aa11-4afa-801e-c75a907114d4","1ba66645-08a2-4dff-91a2-88718e413bb2"
"03977d45-72f8-47d4-af19-b8878fecbf14","AggregationRelationship","","","2053fd55-aa11-4afa-801e-c75a907114d4","2b6af255-91ab-443b-878f-48eb321e965f"
"24e26b1c-d4a0-40a5-bbb6-21c44e9cfa7f","AssignmentRelationship","","","c4ce554d-b513-4e27-a1fd-1f379e8b9cb7","7a1264ba-a3c0-48a3-bee2-b3f8af98e90a"
"62afb297-ea02-409e-93bf-182f1d1944e7","AssignmentRelationship","","","7f23a6be-b980-4481-a389-5f143b4091c7","2899710c-f781-4c8c-a5b0-e85216278d1e"
"3f92520b-5a01-4ef7-bfef-a86eec122484","AssociationRelationship","","","cd71f6da-f811-4527-8a91-897a2cba5220","32dae3bd-4ee0-4af5-b38b-6a8afe135c62"
"b1213495-a753-4b09-a78c-94d5114ec775","AssociationRelationship","","","8485f59f-a11a-41e6-b183-e1ee3b1b53db","2edbfc4f-c3b3-4c7f-816d-0381ea1b6cce"
"4f362773-d295-4847-818a-557fa5867192","CompositionRelationship","","","4d347d17-b0ff-4134-a12a-01d072b9112b","a6a95921-c370-49a5-b6c9-9e32ee885db1"
"fd59a760-0b37-416e-84e1-2f8d5cb9558b","CompositionRelationship","","","2899710c-f781-4c8c-a5b0-e85216278d1e","83fd4d90-1c60-42b0-9ad0-c8ed45e85c1a"
"e9450923-e191-493c-8f8a-a1faf9f6e214","CompositionRelationship","","","4d347d17-b0ff-4134-a12a-01d072b9112b","0276634a-2e9c-43b4-8784-eadef0fcc8cf"
"793159af-056d-462e-b158-3d7abc640282","CompositionRelationship","","","b87063be-ec50-4775-a3c6-69f24f05cf80","f38943fc-a088-4c0a-add1-fc860d568d3d"
"840ea95c-a1a8-4944-84b9-ba644a30e8c2","CompositionRelationship","","","4d347d17-b0ff-4134-a12a-01d072b9112b","7a1264ba-a3c0-48a3-bee2-b3f8af98e90a"
"04bfbd36-bc63-4e9c-aa44-9039d54f8e40","CompositionRelationship","","","82f406e1-5b2a-4a3b-867b-c057bc00734d","2edbfc4f-c3b3-4c7f-816d-0381ea1b6cce"
"e284b6d3-6f7c-444c-a784-7e42e86e1268","CompositionRelationship","","","82f406e1-5b2a-4a3b-867b-c057bc00734d","1fbf8a43-ee9e-470f-934d-a23846ca1751"
"90944823-1b9c-43e4-a558-7c5f5fa58b25","CompositionRelationship","","","b87063be-ec50-4775-a3c6-69f24f05cf80","cd71f6da-f811-4527-8a91-897a2cba5220"
"e8141eb7-d232-4f69-ab10-f806cfa97774","CompositionRelationship","","","2899710c-f781-4c8c-a5b0-e85216278d1e","5ecd672d-9a55-4464-a539-96e58cec80eb"
"fa700e71-32f9-49de-9e86-45ed8565edd4","CompositionRelationship","","","82f406e1-5b2a-4a3b-867b-c057bc00734d","8485f59f-a11a-41e6-b183-e1ee3b1b53db"
"2d6730b2-f759-44e2-a5e6-cc8a2c1e48cc","CompositionRelationship","","","4d347d17-b0ff-4134-a12a-01d072b9112b","2899710c-f781-4c8c-a5b0-e85216278d1e"
"c4c1f53c-fecb-4477-897d-1322fd3961fa","CompositionRelationship","","","2899710c-f781-4c8c-a5b0-e85216278d1e","cf24c602-5e8a-4da5-bdb3-bbc00cd9e130"
"4e77c3e5-0659-426a-bae1-f56d085599a9","CompositionRelationship","","","b87063be-ec50-4775-a3c6-69f24f05cf80","32dae3bd-4ee0-4af5-b38b-6a8afe135c62"
